YEAR    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC   D-J-F   M-A-M   J-J-A   S-O-N  metANN
1966  -26.0  -24.8  -29.3  -18.1   -7.2    2.2    4.4    3.7   -3.2  -17.8  -21.3  -21.9   -24.4   -18.2     3.4   -14.1  -13.33
1967  -28.2  -27.6  -24.4  -16.3   -3.1    1.4    3.9    1.5   -2.4  -15.8  -20.5  -21.4   -25.9   -14.6     2.3   -12.9  -12.78
1968  -25.3  -26.7  -25.8  -17.3   -4.9    3.0    3.6    1.9   -5.9  -16.9  -21.7  -23.1   -24.5   -16.0     2.8   -14.8  -13.12
1969  -24.1  -26.3  -25.2  -21.5   -5.1    0.7    2.7    3.5   -4.1  -12.0  -18.5  -20.9   -24.5   -17.3     2.3   -11.5  -12.75
1970  -22.8  -28.7  -21.9  -17.4   -6.5    0.7    3.6    1.7   -2.8  -10.4  -20.5  -20.8   -24.1   -15.3     2.0   -11.2  -12.16
1971  -27.3  -20.6  -25.9  -16.4   -6.2    2.3    4.3    2.0   -5.5  -15.8  -23.9  -20.9   -22.9   -16.2     2.9   -15.1  -12.82
1972  -15.8  -26.0  -20.6  -20.7   -5.5    0.6    3.3    2.5   -3.1  -10.2  -14.1  -22.9   -20.9   -15.6     2.1    -9.1  -10.88
1973  -18.1  -28.1  -24.2  -17.9   -7.2    0.8    3.3    2.4   -5.4  -15.3  -21.8  -23.5   -23.0   -16.4     2.2   -14.2  -12.87
1974  -16.8  -23.3  -23.3  -17.5   -8.2   -0.3    4.3    2.9   -5.7  -12.2  -20.0  -23.7   -21.2   -16.3     2.3   -12.6  -11.97
1975  -27.7  -24.2  -25.9  -15.6   -7.7    0.1    3.1    2.3   -5.3  -14.4  -21.1  -25.4   -25.2   -16.4     1.8   -13.6  -13.34
1976  -23.4  -18.2  -15.8  -16.2   -4.6   -0.3    5.7    2.0   -1.9  -12.2  -20.9  -18.5   -22.3   -12.2     2.5   -11.7  -10.93
1977  -21.9  -27.2  -28.1  -18.1   -5.9    0.5    3.0  999.9   -4.8  -13.4  -20.0  -20.7   -22.5   -17.4     1.8   -12.7  -12.71
1978  -29.8  -26.2  -25.9  -16.6   -5.2   -0.5    3.6    3.0  999.9  -12.7  -22.3  -17.8   -25.6   -15.9     2.0   -13.4  -13.21
1979  -23.2  -27.9  -19.1  -18.5   -8.2   -0.3    4.1    2.4   -3.1  -12.8  -20.1  -21.6   -23.0   -15.3     2.1   -12.0  -12.04
1980  -21.3  -24.3  -18.1  -16.4   -6.7    0.8    3.0    4.5   -2.3  -12.7  -22.9  -25.3   -22.4   -13.7     2.8   -12.6  -11.50
1981  -24.8  -23.6  -24.5  -16.5   -7.6    1.5  999.9  999.9  999.9  999.9  -18.2  -21.9   -24.6   -16.2   999.9   999.9  999.90
1982  999.9  -25.1  -19.2  -17.9   -7.6    0.7    3.8    1.2   -5.9  -11.8  -16.6  -23.7   -23.5   -14.9     1.9   -11.4  -11.98
1983  -22.7  -24.6  -22.7  -21.2   -7.3   -0.4    3.1    1.4   -5.4  -16.4  -22.6  -24.5   -23.7   -17.1     1.4   -14.8  -13.54
1984  -19.4  -18.9  -24.1  -15.4   -6.6    0.7    3.7    1.4   -4.4  -14.2  -17.3  -16.0   -20.9   -15.4     1.9   -12.0  -11.58
1985  -20.2  -21.6  -22.3  -20.4   -9.0    0.4    2.6    2.3   -3.5  -13.7  -20.8  -22.8   -19.3   -17.2     1.8   -12.7  -11.85
1986  -27.3  -19.3  -23.7  -18.2   -6.2    0.8    2.5    2.5   -4.5  -14.1  -20.4  -20.2   -23.1   -16.0     1.9   -13.0  -12.56
1987  -20.6  -24.6  -23.4  -13.8   -7.6    0.4    4.4    3.2   -4.7  -14.9  -22.2  -24.2   -22.2   -14.9     2.7   -13.9  -12.09
1988  -25.5  -21.5  -24.5  -15.5   -5.4    1.9  999.9    2.3   -3.3  -12.5  -19.2  -23.2   -23.7   -15.1     2.9   -11.7  -11.92
1989  -25.5  -26.5  -25.3  -16.6   -7.5    0.9    4.8    1.6   -3.9  -15.6  -17.3  -21.1   -25.1   -16.5     2.4   -12.3  -12.84
1990  -14.7  -21.2  -24.6  -15.4   -3.3    2.2    4.2    3.8   -2.2  -14.6  -14.6  -19.4   -19.0   -14.4     3.4   -10.5  -10.13
1991  -22.2  -25.6  -22.8  -19.0   -7.3    1.4    4.5    3.3   -2.6  -13.9  -18.7  -23.3   -22.4   -16.4     3.1   -11.7  -11.86
1992  -21.0  -22.8  -24.0  -15.9   -8.2    0.5    3.9    1.2   -4.1  -13.3  -15.5  -22.1   -22.4   -16.0     1.9   -11.0  -11.88
1993  -26.8  -23.5  -25.2  -16.4   -7.5    0.4    4.9    2.0   -4.3  -14.5  -16.1  -22.9   -24.1   -16.4     2.4   -11.6  -12.43
1994  -21.9  -22.9  -23.3  -16.1   -8.4    0.8    3.8    3.5   -3.5  -13.8  -21.9  -22.3   -22.6   -15.9     2.7   -13.1  -12.22
1995  -23.3  -24.8  -22.2  -11.4   -8.1    1.6    3.7    2.3   -2.4  -14.6  -17.6  -23.5   -23.5   -13.9     2.5   -11.5  -11.59
1996  -22.5  -23.5  -19.2  -12.5   -6.2    0.0    4.9    2.4   -3.9  -13.1  -15.0  -25.5   -23.2   -12.6     2.4   -10.7  -11.01
1997  -24.5  -23.8  -20.8  -14.4   -7.1    1.4    2.6    2.6   -4.9  -13.1  -19.9  -20.5   -24.6   -14.1     2.2   -12.6  -12.28
1998  -22.2  -23.3  -18.3  -14.4   -7.5    0.0    3.4    2.3   -4.2  -11.2  -14.5  -23.4   -22.0   -13.4     1.9   -10.0  -10.87
1999  -24.1  -21.2  -21.0  -16.6   -5.2    0.5    4.8    1.1   -3.5  -14.5  -14.4  -21.9   -22.9   -14.3     2.1   -10.8  -11.46
2000  -20.2  -20.0  -21.0  -17.5   -8.0    0.3    3.6    1.8   -4.3  -13.3  -20.5  -24.0   -20.7   -15.5     1.9   -12.7  -11.75
2001  -21.9  -21.7  -25.9  -20.4   -7.3    1.5    4.1    4.0   -1.8  -10.9  -18.3  -16.5   -22.5   -17.9     3.2   -10.3  -11.88
2002  -21.9  -23.2  -23.1  -17.9   -5.8    3.5    3.5    3.5   -1.0  999.9  -17.5  -16.3   -20.5   -15.6     3.5   -10.1  -10.69
2003  -25.7  -21.7  -23.4  -16.5   -6.4    2.3    5.6    5.3   -1.7  -10.2  -16.1  -24.0   -21.2   -15.4     4.4    -9.3  -10.40
2004  -22.5  -24.0  -19.6  -10.5   -6.6    1.3    3.7    2.9   -2.3  -11.5  -19.6  -19.7   -23.5   -12.2     2.6   -11.1  -11.06
2005  -16.6  -16.3  -20.6  -14.9   -3.6    1.9    5.3    2.8   -3.5  -14.9  -16.8  -16.8   -17.5   -13.0     3.3   -11.7   -9.74
2006  -15.9  -24.8  -22.0  -10.1   -4.8   -1.5    4.2    2.7   -3.2  -12.8  -16.9  -21.5   -19.2   -12.3     1.8   -11.0  -10.16
2007  -22.4  -22.8  -21.2  -15.0   -8.1    0.8    3.6    3.7   -3.6  -12.3  -16.2  -20.1   -22.2   -14.8     2.7   -10.7  -11.25
2008  -24.6  999.9  -24.5  -20.0   -7.4  999.9    5.4    4.4   -1.5  -12.6  -18.1  -19.0   -22.7   -17.3     4.1   -10.7  -11.68
2009  -20.0  -25.7  -24.4  -20.1   -3.2   -0.1    5.0    1.9   -3.5  -12.2  -19.0  -16.3   -21.6   -15.9     2.3   -11.6  -11.69
2010  -23.0  -24.7  -24.0  -14.9   -4.0    0.8    3.9    3.9   -2.1  -11.6  -21.1  -18.6   -21.3   -14.3     2.9   -11.6  -11.09
2011  -21.8  -16.3  -20.3  -16.1   -5.2    2.3    3.9    3.9   -2.9  -12.0  999.9  999.9   -18.9   -13.9     3.4   -10.7  -10.02
