YEAR    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC   D-J-F   M-A-M   J-J-A   S-O-N  metANN
1975  -27.7  -24.2  -25.9  -15.6   -7.7    0.1    3.1    2.3   -5.3  -14.4  -21.1  -25.4   -25.2   -16.4     1.8   -13.6  -13.34
1976  -23.4  -18.2  -15.8  -16.2   -4.6   -0.3    5.7    2.0   -2.0  -12.2  -21.0  -18.5   -22.3   -12.2     2.5   -11.7  -10.95
1977  -21.8  -27.2  -28.1  -18.1   -5.9    0.5    3.0  999.9   -4.8  -13.4  -20.0  -20.7   -22.5   -17.4     1.8   -12.7  -12.70
1978  -29.8  -26.2  -25.9  -16.3   -5.2   -0.5    3.6    3.0   -5.2  -12.7  -22.3  -17.8   -25.6   -15.8     2.0   -13.4  -13.18
1979  -23.2  -27.9  -19.1  -18.5   -8.2   -0.3    4.1    2.4   -3.1  -12.8  -20.1  -21.6   -23.0   -15.3     2.1   -12.0  -12.04
1980  -21.3  -24.3  -18.1  -16.4   -6.7    0.8    3.0    4.5   -2.3  -12.7  -22.9  -25.3   -22.4   -13.7     2.8   -12.6  -11.50
1981  -24.8  -23.7  -24.4  -16.0   -7.9    1.5  999.9  999.9  999.9  999.9  -18.0  -21.9   -24.6   -16.1   999.9   999.9  999.90
1982  -23.0  -24.8  -19.2  -17.8   -7.4    0.8    3.7    1.1   -5.9  -12.0  -16.5  -23.9   -23.2   -14.8     1.9   -11.5  -11.91
1983  -22.8  -24.6  -22.6  -21.1   -7.0   -0.4    3.2    1.3   -5.4  -16.5  -22.6  -24.6   -23.8   -16.9     1.4   -14.8  -13.53
1984  -19.3  -19.2  -24.1  -14.9   -6.4    0.7    3.7    1.3   -4.5  -14.2  -17.3  -16.2   -21.0   -15.1     1.9   -12.0  -11.57
1985  -20.3  -21.2  -22.7  -20.5   -8.8    0.5    2.6    2.2   -3.8  -13.7  -20.9  -22.6   -19.2   -17.3     1.8   -12.8  -11.90
1986  -27.3  -19.5  -23.9  -18.0   -6.1    0.7    2.6    2.3   -4.7  -14.2  -20.5  -20.1   -23.1   -16.0     1.9   -13.1  -12.60
1987  -20.6  -24.6  -23.4  -13.6   -7.5    0.5    4.5    3.2   -4.9  -14.9  -22.3  -24.2   -21.8   -14.8     2.7   -14.0  -11.98
1988  -25.5  -21.5  -24.7  -15.4   -5.4    1.9    4.3    2.3   -3.5  -12.5  -19.4  -23.2   -23.7   -15.2     2.8   -11.8  -11.97
1989  -25.8  -26.6  -25.1  -16.6   -7.3    0.9    4.8    1.6   -4.1  -15.6  -17.5  -21.0   -25.2   -16.3     2.4   -12.4  -12.88
1990  -14.7  -21.6  -24.4  -15.5   -3.3    2.3    4.1    3.6   -2.3  -14.8  -21.7  -19.2   -19.1   -14.4     3.3   -12.9  -10.78
1991  -22.4  -25.6  -22.7  -18.8   -7.2    1.5    4.5    3.3   -2.7  -14.0  -18.6  -23.3   -22.4   -16.2     3.1   -11.8  -11.83
1992  -21.1  -22.6  -24.1  -15.8   -8.3    0.6    4.0    1.1   -4.3  -13.6  -15.4  -22.1   -22.3   -16.1     1.9   -11.1  -11.90
1993  -26.6  -23.6  -25.0  -16.4   -7.3    0.5    4.9    2.1   -4.4  -14.7  -16.1  -22.9   -24.1   -16.2     2.5   -11.7  -12.39
1994  -21.9  -23.0  -23.2  -16.1   -8.2    0.9    3.8    3.4   -3.6  -13.9  -21.9  -22.5   -22.6   -15.8     2.7   -13.1  -12.22
1995  -23.3  -24.6  -22.1  -11.4   -8.0    1.7    3.8    2.2   -2.5  -14.8  -17.6  -23.6   -23.5   -13.8     2.6   -11.6  -11.59
1996  -22.5  -23.4  -19.2  -12.4   -6.0    0.1    4.9    2.4   -3.9  -13.1  -15.0  -25.5   -23.2   -12.5     2.5   -10.7  -10.98
1997  -24.7  -23.8  -20.6  -14.5   -6.9    1.4    2.6    2.6   -4.9  -13.3  -19.8  -20.5   -24.7   -14.0     2.2   -12.7  -12.28
1998  -22.0  -23.3  -18.3  -14.4   -7.4    0.0    3.6    2.2   -4.3  -11.2  -14.7  -23.4   -21.9   -13.4     1.9   -10.1  -10.86
1999  -24.1  -21.2  -20.9  -16.6   -5.0    0.6    4.7    1.1   -3.5  -14.6  -14.4  -21.8   -22.9   -14.2     2.1   -10.8  -11.44
2000  -20.5  -19.9  -21.0  -17.2   -8.0    0.5    3.5    1.7   -4.5  -13.4  -20.6  -24.0   -20.7   -15.4     1.9   -12.8  -11.77
2001  -21.9  -21.7  -25.9  -20.4   -7.3    1.5    4.1    4.0   -1.8  -10.9  -18.3  -16.5   -22.5   -17.9     3.2   -10.3  -11.88
2002  -21.9  -23.2  -23.1  -17.9   -5.8    3.5    3.5    3.5   -1.0   -6.9  -17.5  -16.3   -20.5   -15.6     3.5    -8.5  -10.28
2003  -25.7  -21.7  -23.4  -16.5   -6.4    2.3    5.6    5.3   -1.7  -10.2  -16.1  -24.0   -21.2   -15.4     4.4    -9.3  -10.40
2004  -22.5  -24.0  -19.6  -10.5   -6.6    1.3    3.7    2.9   -2.3  -11.5  -19.6  -19.7   -23.5   -12.2     2.6   -11.1  -11.06
2005  -16.6  -16.3  -20.6  -14.9   -3.6    1.9    5.3    2.8   -3.5  -14.9  -16.8  -16.8   -17.5   -13.0     3.3   -11.7   -9.74
2006  -15.9  -24.8  -22.0  -10.1   -4.8   -1.5    4.2    2.7   -3.2  -12.8  -16.9  -21.5   -19.2   -12.3     1.8   -11.0  -10.16
2007  -22.4  -22.8  -21.2  -15.0   -8.1    0.8    3.6    3.7   -3.6  -12.3  -16.2  -20.1   -22.2   -14.8     2.7   -10.7  -11.25
2008  -24.6  -16.0  -24.5  -20.0   -7.4    4.0    5.4    4.4   -1.5  -12.6  -18.1  -19.0   -20.2   -17.3     4.6   -10.7  -10.92
2009  -20.0  -25.7  -24.4  -20.1   -3.2   -0.1    5.0    1.9   -3.5  -12.2  -19.0  -16.3   -21.6   -15.9     2.3   -11.6  -11.69
2010  -23.0  -24.7  -24.0  -14.9   -4.0    0.8    3.9    3.9   -2.1  -11.6  -21.1  -18.6   -21.3   -14.3     2.9   -11.6  -11.09
2011  -21.8  -16.3  -20.3  -16.1   -5.2    2.3    3.9    3.9   -2.9  -12.0  -16.9  -19.3   -18.9   -13.9     3.4   -10.6  -10.00
2012  -16.7  -21.7  -19.6  -18.9   -7.2    3.5  999.9  999.9  999.9  -10.8  -17.4  -23.0   -19.2   -15.2   999.9   -10.1  -10.10
2013  -19.8  -25.4  -21.4  -16.9   -6.7    1.7    4.9    3.4   -0.3  -12.8  -19.1  -17.2   -22.7   -15.0     3.3   -10.7  -11.28
2014  -18.1  999.9  999.9  -17.6   -6.4    1.4    5.1    3.7   -2.8  999.9  -17.7  999.9   -18.2   -15.7     3.4   -10.8  -10.32
2015  -14.6  -25.3  999.9  999.9  -11.1    2.7    4.7    3.0   -2.9  -10.3  -15.0  -20.9   -19.4   999.9     3.5    -9.4   -9.69
2016  -18.1  -21.9  -19.9  -17.9   -4.3    2.7    6.0    6.0   -1.3   -7.0  -11.0  -19.5   -20.3   -14.0     4.9    -6.4   -8.97
2017  -24.6  -20.5  -23.6  -19.3   -8.8    1.2    5.7    3.9   -0.8   -6.9  -14.2  -16.9   -21.5   -17.2     3.6    -7.3  -10.62
2018  -23.6  -12.3  -23.5  -18.9   -4.0   -0.5    3.1    2.4   -4.4   -9.8  -16.0  -21.8   -17.6   -15.5     1.7   -10.1  -10.37
2019  -23.6  -26.4  -26.1  -13.3   -6.2    3.6  999.9  999.9  999.9  999.9  999.9  999.9   -23.9   -15.2   999.9   999.9  999.90

